ID	TITLE	URL	PUBLISHER	CATEGORY	STORY	HOSTNAME	TIMESTAMP
297767	UPDATE 2-Maersk shares drop after China blocks shipping alliance	http://www.reuters.com/article/2014/06/17/maersk-network-idUSL5N0OY2VQ20140617	Reuters	b	dajLdqSn1C6WVSMsTIl48rhYaA_EM	www.reuters.com	1403071459093
202239	Kanye West's fiancé Kim Kardashian 'seated away from President Obama at  ...	http://www.dailymail.co.uk/tvshowbiz/article-2624281/Kanye-Wests-fianc-Kim-Kardashian-seated-away-President-Obama-USC-Shoah-Foundation-gala.html	Daily Mail	e	dkPFqjl2Oz_FogM4yBdgsJ4cecNvM	www.dailymail.co.uk	1399697329386
255999	An Anonymous Rich Person Is Hiding Money All Around San Francisco	http://www.huffingtonpost.com/2014/05/25/hidden-cash_n_5390074.html\?utm_hp_ref=business	Huffington Post	b	d0yLczoxAjlkNdMn-GnyVhEvzrf1M	www.huffingtonpost.com	1401225531755
44218	Let the Waters Flow -- As Long as It Is Clean	http://www.huffingtonpost.com/chris-espinosa/let-the-waters-flow-as-lo_b_5029001.html	Huffington Post	b	dNwc9qxDksYerTMnWkxHDBt6ZJ1CM	www.huffingtonpost.com	1395825910464
66971	At UN climate talks, many seek sterner warnings of GDP losses	http://www.reuters.com/article/2014/03/28/climatechange-costs-idUSL5N0MP2GQ20140328	Reuters	t	dRcIt3hb9OORGhMy6i9RUEOg8-0rM	www.reuters.com	1396182477974
46662	UPDATE 4-US Fed bars shareholder payouts from Citi, 4 others	http://www.reuters.com/article/2014/03/26/usa-banks-capital-idUSL1N0MN18420140326	Reuters	b	dTQ8pLlTqc1ZDHMn7F8jF1ZGbGnVM	www.reuters.com	1395877435738
285035	Brittny Gastineau's friend reveals 'scared' model wasn't going to report assault as  ...	http://www.dailymail.co.uk/tvshowbiz/article-2657605/Brittny-Gastineaus-friend-reveals-scared-model-wasnt-going-report-assault-devastated-mom-Lisa-says-domestic-abuse-like-history-repeating-itself.html	Daily Mail	e	dxUzVjSBA6RLZEM386kNxrhTxougM	www.dailymail.co.uk	1402754978775
111496	Seth Rogen Mocks Pal James Franco's Instagram Scandal On 'SNL'	http://www.contactmusic.com/article/seth-rogen-james-franco-s-instagram-scandal-snl_4154190	Contactmusic.com	e	dyBWKraFblgh1aMYb4nFO-Xi9siZM	www.contactmusic.com	1397462393559
158842	Spare cash in euro zone falls below 100 billion euro threshold	http://in.reuters.com/article/2014/04/24/ecb-liquidity-idINL6N0NG2P720140424	Reuters	b	diuBb8GaScP3H_M08sSdIRHIKRl3M	in.reuters.com	1398391763235
91760	UPDATE 1-GM to invest $450 mln in two Michigan plants - Detroit News	http://in.reuters.com/article/2014/04/08/gm-investment-idINL3N0N00SY20140408	Reuters	b	dMZSDGnE3nV9eZMWGL7Gz8lC1qXhM	in.reuters.com	1396989269972
398487	FOREX-Dollar gains on outlook for hawkish Fed, strong US data	http://in.reuters.com/article/2014/07/29/markets-forex-idINL2N0Q41SR20140729	Reuters	b	dnm3lDxHwNg5cHMjrmBt-YZVfC8ZM	in.reuters.com	1406714412767
185106	Squeeze on Help to Buy mortgages	http://www.dailymail.co.uk/news/article-2621851/Squeeze-help-buy-mortgages-Bank-England-ready-act-house-price-bubble.html	Daily Mail	b	djYdAphw5jDBdqMzI96Ssguo2rdAM	www.dailymail.co.uk	1399437404532
12562	UPDATE 2-Alibaba picks US for IPO; in talks with six banks for lead roles	http://www.reuters.com/article/2014/03/16/alibaba-ipo-idUSL3N0MD05P20140316	Reuters	b	dOOSaC3dQLzj6BMGq5Tso8w3ywZgM	www.reuters.com	1395054400950
130193	First Nighter: Franco, O'Dowd, Meester Distinguish Steinbeck's 'Of Mice and Men'	http://www.huffingtonpost.com/david-finkle/first-nighter-franco-odow_b_5163675.html	Huffington Post	e	dUl-yxZEeJphXnMdOoJVuJ99MRrhM	www.huffingtonpost.com	1397773413944
166864	Toyota Unifying North American Operations at New Texas Home	http://www.businessweek.com/news/2014-04-28/toyota-consolidates-north-american-operations-at-new-texas-home	Businessweek	b	d9a4JvArFQKm2_MeZ6_-2Wkfd7enM	www.businessweek.com	1398777473107
221347	New York Times Publisher Says Jill Abramson's Firing Had Nothing To Do With  ...	http://www.huffingtonpost.com/2014/05/18/sulzberger-defends-abramson-firing_n_5345055.html	Huffington Post	e	dlYOGxDR6bTpKhMkEbgySj__samNM	www.huffingtonpost.com	1400520051940
166899	UPDATE 2-Herbalife lifts 2014 earnings outlook; cuts dividend	http://www.reuters.com/article/2014/04/28/herbalife-results-idUSL2N0NK1VU20140428	Reuters	b	dmaXcVO_nnsE0VMoYWLqO6Lux1_OM	www.reuters.com	1398778486590
392740	Obama Opens East Coast To Oil Exploration For First Time In Decades	http://www.huffingtonpost.com/2014/07/18/east-coast-oil-exploration-_n_5599674.html\?utm_hp_ref=politics&amp;ir=Politics	Huffington Post	t	dsgkgH13ssOR_nM0wO-7SHtn9fTVM	www.huffingtonpost.com	1405713507339
212688	Goldman Expansion Outside NY Leads Investors Into Texas (1)	http://www.businessweek.com/news/2014-05-16/goldman-expansion-outside-n-dot-y-dot-leads-investors-deep-into-texas	Businessweek	b	dgw6GtSKQ1Z7yNMTeIJektTVqRZ7M	www.businessweek.com	1400376078984
78972	'Heathers' Musical Fails To Recapture Majesty of Movie Original	http://www.contactmusic.com/article/heathers-the-musical-broadway_4134418	Contactmusic.com	e	dk0ivtcekHlXljMTiWOrrLqlUTnpM	www.contactmusic.com	1396381884299
63348	Kurt Cobain - Kurt Cobain inspires new comic book	http://www.contactmusic.com/story/kurt-cobain-inspires-new-comic-book_4127704	Contactmusic.com	e	dI651eAoYqMX0iMwTfqQpgnyMV7FM	www.contactmusic.com	1396080769916
367060	UK Manufacturing Unexpectedly Slumps Most in 16 Months	http://www.businessweek.com/news/2014-07-08/u-dot-k-dot-manufacturing-unexpectedly-slumps-most-in-16-months	Businessweek	b	dcRuTLI3r4iyNcMn1d0EaJp_u-3QM	www.businessweek.com	1404817623007
406418	CORRECTED-Exxon Mobil quarterly profit jumps 28 percent	http://in.reuters.com/article/2014/07/31/exxon-mobil-results-idINL2N0Q00NW20140731	Reuters	b	dujpf4KiScW08pMhr5kox35MvfNkM	in.reuters.com	1406856563121
118544	David Fincher Probably Won't Direct The Steve Jobs Movie	http://www.huffingtonpost.com/2014/04/15/david-fincher-steve-jobs-biopic_n_5152497.html	Huffington Post	e	dd9waYlQXbThUEMWoBBlIn_vyAtSM	www.huffingtonpost.com	1397587556892
125130	Yellen Says Rates to Stay Low as Long as Jobs, Price Gaps Remain	http://www.businessweek.com/news/2014-04-16/yellen-says-rates-to-stay-low-as-long-as-jobs-price-gaps-remain	Businessweek	b	d_3misxug-kW8rMcJxFZjryM6w8JM	www.businessweek.com	1397705476140
218151	Beyonce's 'Run' Trailer Givenchy Lace Pant Suit Is Bloody Hot	http://www.huffingtonpost.com/2014/05/18/beyonce-run-trailer-givenchy-lace-pant-suit_n_5346912.html	Huffington Post	e	dhP28sI3jp3kSVM985tsOdK2HelwM	www.huffingtonpost.com	1400452836766
254080	Rob Kardashian deletes all of his tweets following Kimye wedding snub... as he  ...	http://www.dailymail.co.uk/tvshowbiz/article-2639787/Rob-Kardashian-deletes-tweets-following-Kimye-wedding-gets-touch-Lamar-Odom.html	Daily Mail	e	d-iRGCe3kU4MCyMCkh4ONS3Op2c2M	www.dailymail.co.uk	1401168445790
466	UPDATE 7-Oil sinks on weak China data and as heating season ends	http://www.reuters.com/article/2014/03/10/markets-oil-idUSL3N0M70XC20140310	Reuters	b	dJbOm1zHMJJGWuMjXPV4nRnytnmrM	www.reuters.com	1394481300174
173211	UPDATE 2-Euro zone inflation edges up, swift ECB action seen less likely	http://in.reuters.com/article/2014/04/30/eurozone-inflation-idINL6N0NM39320140430	Reuters	b	d6oH4km9IXNQhDMMjOqbrYbTbVjcM	in.reuters.com	1398863255769
12841	How Subway Toasted Quiznos	http://www.huffingtonpost.com/2014/03/14/subway-quiznos_n_4966030.html	Huffington Post	b	dvbB-zKDpuzTYIM9tyRAdgGjDgzYM	www.huffingtonpost.com	1395057069444
316498	Google Courting Developers as Device Sprawl Spurs Choices	http://www.businessweek.com/news/2014-06-25/google-courting-developers-as-device-sprawl-spurs-choices	Businessweek	t	dJJKCkN0iYVUa9Mi5guCCiaFkWbzM	www.businessweek.com	1403712716284
2913	Rose Byrne In 'Neighbors' Is Your SXSW Breakout	http://www.huffingtonpost.com/2014/03/10/rose-byrne-neighbors-sxsw_n_4935221.html	Huffington Post	e	dEwcrt6LPSpnQZMj6PUU87nPXmo7M	www.huffingtonpost.com	1394529764727
137843	While no deals are in place yet, Williams and Chris Columbus are in talks to join  ...	http://www.huffingtonpost.com/huff-wires/20140418/us-film-mrs-doubtfire-sequel/\?utm_hp_ref=arts&amp;ir=arts	Huffington Post	e	d-gpic56K5Jri6M4ZP5HzDVTJVkTM	www.huffingtonpost.com	1397895835239
43393	Taylor Swift obtains three-year restraining order against stalker	http://www.dailymail.co.uk/tvshowbiz/article-2589197/Taylor-Swift-obtains-three-year-restraining-order-against-stalker-vowed-murder-man-came-them.html	Daily Mail	e	dIHMZ936sAa9GBMF5AQFlilH9hAeM	www.dailymail.co.uk	1395779865577
278981	Harrison Ford - Harrison Ford Injured By Collapsing Star Wars Set	http://www.contactmusic.com/story/harrison-ford-injured-by-collapsing-star-wars-set_4242390	Contactmusic.com	e	d3bMCXL9DjGrsRM1OgqoCq15EgwNM	www.contactmusic.com	1402673505391
93452	Khloe Kardashian shares photo of North grabbing her Chanel earring	http://www.dailymail.co.uk/tvshowbiz/article-2600060/Khloe-Kardashian-shares-photo-North-grabbing-Chanel-earring.html	Daily Mail	e	dkrPwfawxJNnqpMUaR8qUICOcpWRM	www.dailymail.co.uk	1396996481728
340978	FOREX-Euro back around $1.37 as ECB meets again	http://in.reuters.com/article/2014/07/01/markets-forex-idINL6N0PC2XW20140701	Reuters	b	daIFBec37IK_ELMWJqgXAwi9vAClM	in.reuters.com	1404236866755
91919	Twitter's New Design Totally Rips Off Facebook	http://www.huffingtonpost.com/2014/04/08/twitter-new-design_n_5110192.html	Huffington Post	t	dhzjRpgru5-m7GMn0BusZ54_VSSXM	www.huffingtonpost.com	1396990217217
392198	CORRECTED-UPDATE 1-Commercial US cargo ship reaches space station	http://in.reuters.com/article/2014/07/17/space-station-orbitalsciences-update-1-c-idINL2N0PR0TN20140717	Reuters	t	do09xjO4nL4IT5M-qLlpG8Q5vqWbM	in.reuters.com	1405709328389
151730	Is Aereo Legal? What the Supreme Court Is Deciding	http://www.businessweek.com/news/2014-04-20/is-aereo-legal-what-the-supreme-court-is-deciding	Businessweek	e	dRfEHjaxImmF01MeFoqXi1SAaZ-cM	www.businessweek.com	1398231852953
17558	Apple Updates IPad Tablet With Better Cameras, Faster Processor	http://www.businessweek.com/news/2014-03-18/apple-updates-ipad-tablet-with-better-cameras-faster-processor	Businessweek	t	dJQbMcJMikNPqBMYRWteaWPy6-izM	www.businessweek.com	1395160761860
185371	Pfizer Bid for AstraZeneca Has No Guarantees for Sweden	http://www.businessweek.com/news/2014-05-06/pfizer-bid-for-astrazeneca-has-no-guarantees-for-sweden	Businessweek	b	db9i9C4vy1oSPJMIukbBh6rKgQNwM	www.businessweek.com	1399439861200
188941	UPDATE 4-AOL profit misses estimate on costs; shares tumble	http://www.reuters.com/article/2014/05/07/aol-results-idUSL3N0NT3ZR20140507	Reuters	b	dDDMVzdUvh2NLMMtU_wiUQSQZJAxM	www.reuters.com	1399500684886
57414	UPDATE 1-Amazon aims for TV business with free video streaming -WSJ	http://in.reuters.com/article/2014/03/27/amazoncom-tv-idINL1N0MO1YE20140327	Reuters	t	dYYRLTV2hun_NlMjPHip2meeO1_pM	in.reuters.com	1396015169165
176666	Etihad Airways' New Plane Design Takes Luxury To New Heights	http://www.huffingtonpost.com/2014/05/04/etihad-luxury-plane-design_n_5262565.html	Huffington Post	b	dG__9YbrO_nmiqM5dYchSnzqDB4EM	www.huffingtonpost.com	1399308115251
146554	PRECIOUS-Gold recovers from 2-1/2 week low; fund outflows cloud sentiment	http://in.reuters.com/article/2014/04/22/markets-precious-idINL3N0NE0KP20140422	Reuters	b	dLoEmKRe3WVVGyMrqO5d3scymWmLM	in.reuters.com	1398157774581
346114	Animal lover outrage as blonde Texas cheerleader smiles in dozens of photos  ...	http://www.dailymail.co.uk/news/article-2675807/Animal-lover-outrage-blonde-Texas-cheerleader-smiles-dozens-photos-alongside-rare-big-game-hunts-African-safaris.html	Daily Mail	e	dUAWISaKx596doMjdT1J0sssauC9M	www.dailymail.co.uk	1404319647205
17112	Malaysian Jet's Disappearance Joins Longest in Modern Aviation	http://www.businessweek.com/news/2014-03-17/australia-to-lead-hunt-for-jet-in-southern-indian-ocean	Businessweek	b	dZqPur_Xtkpjv-M0bIhrbG4A_ZC0M	www.businessweek.com	1395159020813
411919	Adrienne Bailon - Adrienne Bailon defends herself over Rob Kardashian  ...	http://www.contactmusic.com/story/adrienne-bailon-defends-herself-over-rob-kardashian-comments_4308698	Contactmusic.com	e	dsS0Wh6_Db8pnIMzMlaokh5lIRKFM	www.contactmusic.com	1406939774632
163791	Yen Rises to Highest in Week on Ukraine Haven Bid; Ruble Falls	http://www.businessweek.com/news/2014-04-24/yen-near-strongest-in-week-amid-ukraine-tension-before-tokyo-cpi	Businessweek	b	dC9ETVy3LdO5BIMOFh1tWsika234M	www.businessweek.com	1398461576384
192156	China Boosts Crude Imports to Record on New Plant, Stockpiling	http://www.businessweek.com/news/2014-05-08/china-boosts-crude-imports-to-record-on-new-plant-stockpiling	Businessweek	b	dFm1Wel8mCo4VPMz43wzCCzeudllM	www.businessweek.com	1399558880124
406577	Sallie Mae Says There is Nothing They Can Do to Help Us With Our Massive  ...	http://www.huffingtonpost.com/steve-rhode/sallie-mae-says-there-is_b_5638100.html	Huffington Post	b	dyaV3y1R-478JLMTIwh2HLEZNd7xM	www.huffingtonpost.com	1406858687517
7713	Drug Company To Give Sick Boy Potentially Life-Saving Meds After Facing  ...	http://www.huffingtonpost.com/2014/03/11/josh-hardy-refused-medicine-chimerix-_n_4943067.html	Huffington Post	m	duPg714sFKxgjsMyzHO0691bLXGoM	www.huffingtonpost.com	1394620828735
109093	Jerry Lewis Is Still Not A Fan Of Female Comedians	http://www.contactmusic.com/article/jerry-lewis-is-still-not-a-fan-of-female-comedians_4153443	Contactmusic.com	e	dnCShniSyNAQtjMiMDMwrVlo3JSlM	www.contactmusic.com	1397406875236
47804	UPDATE 3-US Senate panel sets April 2 hearing on GM auto recalls	http://www.reuters.com/article/2014/03/26/gm-recall-congress-idUSL1N0MN18U20140326	Reuters	t	dRQXqhof73-73FMusfrX031zeHRDM	www.reuters.com	1395881781769
9465	UPDATE 2-GM urges drivers stick to sparse key ring even after recall repair	http://www.reuters.com/article/2014/03/12/gm-recall-key-idUSL2N0M91YL20140312	Reuters	b	dEZNgZvY8VyPQaMEfz21GkYBcGLcM	www.reuters.com	1394712893818
290138	EU urges Russia to weigh improved offer for Ukraine gas	http://www.reuters.com/article/2014/06/16/us-ukraine-crisis-oettinger-idUSKBN0ER0RZ20140616	Reuters	b	dTp8zKwI__t-B1MiiAkQxSALe6XjM	www.reuters.com	1402917762548
198922	'Tony The Tiger' Iconic Voice Actor Lee Marshall Dies	http://www.contactmusic.com/article/lee-marshall-tony-tiger-voice-actor-dead_4186785	Contactmusic.com	e	doxRbHrKfXZYXgMh0UnxrO-OfcqSM	www.contactmusic.com	1399638172635
304942	UPDATE 1-US government confident new vaccine will help fight pig virus	http://www.reuters.com/article/2014/06/18/pig-virus-vilsack-idUSL6N0OZ1IO20140618	Reuters	m	dhgnwaTNjg3bG9Mfe8qVmPTh_mzEM	www.reuters.com	1403143816669
94258	Eminem And Rihanna Set For Huge Performance Of 'The Monster' At MTV Movie  ...	http://www.contactmusic.com/article/eminem-rihanna-perform-the-monster-mtv-movie-awards_4145198	Contactmusic.com	e	dj53VuTvCweGghMmW9dPGmVGh-3WM	www.contactmusic.com	1397000057347
101591	Nasdaq Closes Below 4000 As Tech Stocks Drop Again	http://www.huffingtonpost.com/2014/04/11/nasdaq-below-4000-tech-stocks_n_5135237.html	Huffington Post	b	df5fKCUy67JAVNMUknwR6CY-Er6XM	www.huffingtonpost.com	1397290215106
349446	Jobs Growth Adds More Sunshine to US Economic Performance	http://www.businessweek.com/articles/2014-07-02/jobs-growth-adds-more-sunshine-to-u-dot-s-dot-economic-performance	Businessweek	b	d1gpqsIu2qkadyM320qZrV7FIFUcM	www.businessweek.com	1404382001630
31	UPDATE 1-ECB to reveal bad loan hurdles for euro zone bank test -sources	http://in.reuters.com/article/2014/03/10/eurozone-bank-tests-idINL6N0M70XH20140310	Reuters	b	dPhGU51DcrolUIMxbRm0InaHGA2XM	in.reuters.com	1394470505314
333063	Former TV exec Garth Ancier sues former male model who accused him of sex  ...	http://www.dailymail.co.uk/news/article-2672848/TV-exec-sues-withdrawn-child-sex-abuse-case.html	Daily Mail	e	dSRcrfXGe7qj93Mvokwbc4tyv-KtM	www.dailymail.co.uk	1404096354572
348532	Libyan rebels to reopen two remaining oil terminals: spokesman	http://www.reuters.com/article/2014/07/02/us-libya-oil-ports-idUSKBN0F717P20140702	Reuters	b	dWTqY98ucGWYTtMos4hipHZv52tgM	www.reuters.com	1404374657095
181385	India 10-yr bond yield hits 7-wk low; bonds gain for 4th straight day	http://in.reuters.com/article/2014/05/05/markets-india-bonds-idINL3N0NR1O920140505	Reuters	b	d64a0lU2ODg8cEM9GCNomzu-rzvEM	in.reuters.com	1399374772947
391148	GE Profit Matches Estimates as Synchrony IPO Set for July	http://www.businessweek.com/news/2014-07-18/ge-profit-matches-estimates-as-synchrony-ipo-set-for-july	Businessweek	b	debPEffm4LElovMQ8io8qiGewE4PM	www.businessweek.com	1405701428729
107736	MORE TIME TO FILE, NOT PAY	http://www.huffingtonpost.com/huff-wires/20140413/us--taxes-filing-an-extension/\?utm_hp_ref=technology&amp;ir=technology	Huffington Post	b	dpnmfMcm-Uz2jSMlLPouSI79zWphM	www.huffingtonpost.com	1397399747260
332587	Working 9 to 5: Hundreds of volunteers sift through mountains of debris as  ...	http://www.dailymail.co.uk/news/article-2673989/glastoaWorking-9-5-Hundreds-volunteers-sift-mountains-debris-Glastonbury-crowds-prepare-final-day-Dolly-Parton-banish-memories-mud.html	Daily Mail	e	dvOhvUFP5_CN84MKQ2Qvro_uy24IM	www.dailymail.co.uk	1404090028918
149547	Juniper Networks' quarterly revenue rises 10 pct	http://www.reuters.com/article/2014/04/22/juniper-results-idUSL3N0NE4B020140422	Reuters	b	d_CswVIPiQ_gM5M9wJF8Gi1oa57aM	www.reuters.com	1398220171682
202988	'Moms Night Out' Feels Like a Dated TV Sitcom	http://www.huffingtonpost.com/jackie-k-cooper/moms-night-out-feels-like_b_5299220.html\?utm_hp_ref=entertainment&amp;ir=Entertainment	Huffington Post	e	ddtICujI13VGbjMjhDtFZ3o1B8qcM	www.huffingtonpost.com	1399703612409
275729	US Stocks Rise, Bonds Slip a Fifth Day Amid Reports	http://www.businessweek.com/news/2014-06-03/most-asian-futures-climb-as-euro-holds-rebound-oil-gains	Businessweek	b	dKXiGalCsSFG3bM-BvKSBk5qMuDIM	www.businessweek.com	1401948299710
172793	Selena Gomez 'flipped out' over texts Kylie Jenner sent to Justin Bieber	http://www.dailymail.co.uk/tvshowbiz/article-2616331/So-thats-unfriended-Kylie-Jenner-Selena-Gomez-flipped-racy-texts-sent-reality-star-Justin-Bieber.html	Daily Mail	e	dFXtL6lz5yh_I9MX3a4zodKcvkSiM	www.dailymail.co.uk	1398856026040
109139	Gwyneth Paltrow kisses famed photographer Mario Testino in Instagram picture	http://www.dailymail.co.uk/tvshowbiz/article-2602749/Gwyneth-Paltrow-kisses-famed-photographer-Mario-Testino-Instagram-picture.html	Daily Mail	e	d1lCBlybARho3nMXdYowFy6RqxvgM	www.dailymail.co.uk	1397407033178
266849	Immune Therapy's Cancer Promise Creates Research Rush	http://www.businessweek.com/news/2014-05-29/immune-therapy-s-cancer-promise-creates-research-rush	Businessweek	m	dQqtS1PhR_TkVlML-8k8w1IGkgcnM	www.businessweek.com	1401374403576
373375	'Dawn Of The Planet Of The Apes': Early Reviews Suggest It's Action Packed  ...	http://www.contactmusic.com/article/dawn-planet-of-the-apes-early-reviews-suggest-action-packed-thought-provoking_4275339	Contactmusic.com	e	dah02dYjbKcD98MKaxZ4nTPAe0F7M	www.contactmusic.com	1404914269687
244682	Multi-State E. Coli Outbreak Linked To Raw Clover Sprouts	http://www.huffingtonpost.com/2014/05/22/e-coli-outbreak-clover-sprouts-multi-state_n_5375387.html\?utm_hp_ref=food&amp;ir=Food	Huffington Post	m	dzQEjFCZ0F3XflMoFRJFKCYJipvcM	www.huffingtonpost.com	1400884463829
242593	It Took 4 Years And Trips To 26 Countries To Make This Proposal Video	http://www.huffingtonpost.com/2014/05/21/around-the-world-proposal_n_5368199.html\?ir=Weddings	Huffington Post	e	dDZtt3jdDy9mcXMXxVRvmwxE4hxkM	www.huffingtonpost.com	1400870943683
416244	'Breaking Bad' wins Emmy for best drama series	http://in.reuters.com/article/2014/08/26/us-television-emmys-drama-idINKBN0GQ06H20140826	Reuters	e	dS98cW5N4hytDVMsRAa-0m34LoCZM	in.reuters.com	1409027411054
302813	CORRECTED-US regulator says investigates Chrysler over ignition switches	http://www.reuters.com/article/2014/06/18/autos-chrysler-nhtsa-idUSL2N0OZ0R220140618	Reuters	t	d0jW8zwTqeuUQdMgIuVjIGzIcK19M	www.reuters.com	1403125557636
